12,4,30,30,28,28,28,28,28,28,30,30,30,30,34,40,22,33,33,21,40,36,30,30,30,30,28,28,28,28,28,28,30,30,8,9,8,9,8,9
12,25,30,30,28,28,28,28,28,28,30,30,30,30,41,33,33,33,33,33,33,19,30,30,30,30,28,28,28,28,28,28,30,30,10,11,10,11,10,11
12,4,30,30,30,30,30,30,30,30,30,30,39,40,22,33,33,33,33,33,33,21,40,38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32
12,25,30,30,30,30,30,30,30,30,30,30,18,20,1,33,33,33,33,33,33,0,20,17,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32
12,4,30,30,29,29,29,29,29,29,30,30,30,30,41,33,33,33,33,33,33,19,30,30,30,30,29,29,29,29,29,29,30,30,2,6,8,9,8,9
12,25,30,30,29,29,29,29,29,29,30,30,30,30,37,20,1,33,33,0,20,35,30,30,30,30,29,29,29,29,29,29,30,30,26,12,10,11,10,11
12,4,30,30,29,29,29,29,29,29,29,29,30,30,30,30,41,33,33,19,30,30,30,30,29,29,29,29,29,29,29,29,30,30,5,12,8,9,8,9
12,25,30,30,29,29,29,29,29,29,29,29,30,30,30,30,37,20,20,35,30,30,30,30,29,29,29,29,29,29,29,29,30,30,26,12,10,11,10,11
12,4,30,30,30,30,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,30,30,30,30,5,12,8,9,8,9
12,25,30,30,30,30,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,30,30,30,30,26,12,10,11,10,11
12,16,6,3,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,2,6,14,12,8,9,8,9
12,12,12,25,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,26,12,12,12,10,11,10,11
12,12,12,16,6,3,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,2,6,14,12,8,9,8,9,8,9
12,12,12,12,12,25,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,26,12,12,12,10,11,10,11,10,11
12,12,8,9,12,16,6,3,30,30,30,30,30,30,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,5,12,8,9,8,9,8,9,8,9
12,12,10,11,12,12,12,25,30,30,30,30,30,30,29,29,29,29,29,29,29,29,30,30,30,30,30,31,30,30,26,12,10,11,10,11,10,11,10,11
12,12,8,9,8,9,12,16,6,6,6,3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,12,8,9,8,9,8,9,8,9
12,12,10,11,10,11,12,12,12,12,12,25,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,12,10,11,10,11,10,11,10,11
12,12,8,9,8,9,8,9,8,9,12,16,6,6,6,3,30,30,30,30,2,6,6,6,6,6,6,6,6,6,14,12,8,9,8,9,8,9,8,9
12,12,10,11,10,11,10,11,10,11,12,12,12,12,12,25,30,30,30,30,26,12,12,12,12,12,12,12,12,12,12,12,10,11,10,11,10,11,10,11
12,12,8,9,8,9,8,9,8,9,8,9,8,9,12,4,30,30,30,30,5,12,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9
12,12,10,11,10,11,10,11,10,11,10,11,10,11,12,25,30,30,30,30,26,12,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11
12,12,8,9,8,9,12,12,12,12,12,12,12,12,12,4,30,30,30,30,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,10,11,10,11,13,7,7,7,7,7,7,7,7,24,32,32,32,32,23,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
